['LOG', 'COUNTER', 'INTERPOLATED', 'RAW_CQ', 'AF3', 'F7', 'F3', 'FC5', 'T7', 'P7', 'O1', 'O2', 'P8', 'T8', 'FC6', 'F4', 'F8', 'AF4', 'TIMESTAMP', 'ES_TIMESTAMP', 'FUNC_ID', 'FUNC_VALUE', 'MARKER', 'SYNC_SIGNAL']
2016-10-05T18:16:55.884756 , 42.0 , 0.0 , 0.0 , 4211.28205128 , 4298.97435897 , 4293.84615385 , 4308.20512821 , 4199.48717949 , 4235.8974359 , 4257.94871795 , 4196.92307692 , 4195.38461538 , 4196.92307692 , 4144.61538462 , 4946.66666667 , 4076.92307692 , 4089.23076923 , 4.0641155229 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 

2016-10-05T18:16:55.884998 , 43.0 , 0.0 , 0.0 , 4204.61538462 , 4273.84615385 , 4294.87179487 , 4284.61538462 , 4186.15384615 , 4225.12820513 , 4243.07692308 , 4197.94871795 , 4194.87179487 , 4195.38461538 , 4137.43589744 , 4945.64102564 , 4077.43589744 , 4095.8974359 , 4.07243168673 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 

2016-10-05T18:16:55.885452 , 44.0 , 0.0 , 0.0 , 4196.41025641 , 4257.43589744 , 4297.43589744 , 4273.33333333 , 4181.53846154 , 4228.71794872 , 4241.53846154 , 4195.8974359 , 4196.41025641 , 4193.33333333 , 4132.30769231 , 4942.05128205 , 4062.05128205 , 4083.07692308 , 4.08074785055 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 

2016-10-05T18:16:55.886204 , 45.0 , 0.0 , 0.0 , 4182.56410256 , 4244.61538462 , 4270.76923077 , 4262.56410256 , 4183.07692308 , 4225.64102564 , 4233.33333333 , 4195.38461538 , 4198.46153846 , 4198.46153846 , 4157.43589744 , 4952.30769231 , 4091.79487179 , 4109.74358974 , 4.08906401438 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 

2016-10-05T18:16:55.886981 , 46.0 , 0.0 , 0.0 , 4197.43589744 , 4271.79487179 , 4280.51282051 , 4291.28205128 , 4202.56410256 , 4247.69230769 , 4259.48717949 , 4195.38461538 , 4196.92307692 , 4195.38461538 , 4148.71794872 , 4944.61538462 , 4066.66666667 , 4109.74358974 , 4.09738017821 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 

2016-10-05T18:16:55.887445 , 47.0 , 0.0 , 0.0 , 4187.17948718 , 4258.46153846 , 4254.35897436 , 4272.82051282 , 4187.17948718 , 4231.79487179 , 4248.71794872 , 4195.8974359 , 4193.33333333 , 4195.38461538 , 4169.74358974 , 4953.33333333 , 4077.43589744 , 4129.74358974 , 4.10569634204 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 

2016-10-05T18:16:55.888188 , 48.0 , 0.0 , 0.0 , 4202.05128205 , 4274.35897436 , 4264.61538462 , 4287.17948718 , 4199.48717949 , 4242.05128205 , 4257.43589744 , 4194.87179487 , 4192.30769231 , 4193.84615385 , 4166.15384615 , 4949.23076923 , 4068.71794872 , 4110.25641026 , 4.11401250586 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 

2016-10-05T18:16:55.888607 , 49.0 , 0.0 , 0.0 , 4200.0 , 4280.0 , 4274.35897436 , 4296.92307692 , 4202.56410256 , 4248.20512821 , 4259.48717949 , 4194.35897436 , 4196.92307692 , 4197.43589744 , 4181.02564103 , 4953.84615385 , 4069.74358974 , 4108.71794872 , 4.12232866969 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 

2016-10-05T18:16:55.891100 , 50.0 , 0.0 , 0.0 , 4196.92307692 , 4291.28205128 , 4278.97435897 , 4303.07692308 , 4206.66666667 , 4255.8974359 , 4274.87179487 , 4192.82051282 , 4199.48717949 , 4198.97435897 , 4181.53846154 , 4955.8974359 , 4063.58974359 , 4100.0 , 4.13064483352 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 

